username_length,password_length,shannon_entropy,contains_SQL,contains_XSS,sql_count,xss_count,no_squotes,no_dquotes,true_label
14,14,4.21126073643228,False,False,0,0,0,0,1
13,12,3.921029621737614,False,False,0,0,0,0,1
14,6,3.8801799226757376,False,False,0,0,0,0,1
11,12,4.334962500721156,False,False,0,0,0,0,1
14,12,4.310443057719025,False,False,0,0,0,0,1
11,6,3.7254805569978675,False,False,0,0,0,0,1
14,9,3.938721875540868,False,False,0,0,0,0,1
12,10,3.969001629875993,False,False,0,0,0,0,1
14,7,3.8796640049025934,False,False,0,0,0,0,1
16,6,3.7622673906514947,False,False,0,0,0,0,1
13,10,4.136842188131013,False,False,0,0,0,0,1
12,10,4.2626923908396215,False,False,0,0,0,0,1
13,10,4.001629167387823,False,False,0,0,0,0,1
12,9,3.8230679822736606,False,False,0,0,0,0,1
14,12,4.032303242743954,False,False,0,0,0,0,1
12,9,4.1523912776298655,False,False,0,0,0,0,1
12,7,3.7841837197791883,False,False,0,0,0,0,1
13,7,3.3680424225727155,False,False,0,0,0,0,1
12,12,4.323856189774723,False,False,0,0,0,0,1
14,11,3.8252517372886503,False,False,0,0,0,0,1
12,12,4.373660689688184,False,False,0,0,0,0,1
14,6,3.8801799226757376,False,False,0,0,0,0,1
17,8,3.7962176025900556,False,False,0,0,0,0,1
11,7,3.7216117239699,False,False,0,0,0,0,1
9,8,3.794653473544342,False,False,0,0,0,0,1
13,5,3.8924071185928746,False,False,0,0,0,0,1
12,6,3.892407118592875,False,False,0,0,0,0,1
12,6,3.5766176449086653,False,False,0,0,0,0,1
13,12,3.854285871987245,False,False,0,0,0,0,1
16,9,3.950063756436209,False,False,0,0,0,0,1
12,8,3.463280517810811,False,False,0,0,0,0,1
14,4,3.826874881864637,False,False,0,0,0,0,1
12,8,3.8801799226757376,False,False,0,0,0,0,1
12,8,3.7849418274376427,False,False,0,0,0,0,1
16,9,4.23890125660263,False,False,0,0,0,0,1
13,10,3.9387218755408675,False,False,0,0,0,0,1
13,3,3.734521664779752,False,False,0,0,0,0,1
13,9,3.882045108136863,False,False,0,0,0,0,1
16,9,3.979097891134804,False,False,0,0,0,0,1
12,6,3.4713544870139286,False,False,0,0,0,0,1
14,9,3.772055208874201,False,False,0,0,0,0,1
16,9,4.2098671219040344,False,False,0,0,0,0,1
12,6,3.7871439606981383,False,False,0,0,0,0,1
14,9,3.8553885422075345,False,False,0,0,0,0,1
10,8,2.496126854751781,False,False,0,0,0,0,1
12,9,3.879664004902594,False,False,0,0,0,0,1
16,9,4.085055102756476,False,False,0,0,0,0,1
13,4,3.8365916681089787,False,False,0,0,0,0,1
12,7,3.921928094887362,False,False,0,0,0,0,1
12,10,4.088779347361362,False,False,0,0,0,0,1
11,6,3.30827083453526,False,False,0,0,0,0,1
14,9,3.9387218755408675,False,False,0,0,0,0,1
12,9,3.8230679822736593,False,False,0,0,0,0,1
15,9,3.943465189601646,False,False,0,0,0,0,1
12,14,4.134336113194452,False,False,0,0,0,0,1
12,6,3.7871439606981387,False,False,0,0,0,0,1
13,9,3.914866303883101,False,False,0,0,0,0,1
12,11,4.251629167387823,False,False,0,0,0,0,1
16,8,4.103465189601646,False,False,0,0,0,0,1
18,10,3.8143719431796277,False,False,0,0,0,0,1
11,9,3.880179922675738,False,False,0,0,0,0,1
10,4,3.640223928941851,False,False,0,0,0,0,1
12,6,3.511085408180427,False,False,0,0,0,0,1
13,10,4.136842188131012,False,False,0,0,0,0,1
13,14,4.039148671903071,False,False,0,0,0,0,1
11,5,3.263933429485634,False,False,0,0,0,0,1
15,7,3.9690016298759936,False,False,0,0,0,0,1
11,11,4.262692390839622,False,False,0,0,0,0,1
15,10,4.132944044980958,False,False,0,0,0,0,1
12,9,4.1523912776298655,False,False,0,0,0,0,1
15,10,4.238901256602629,False,False,0,0,0,0,1
13,9,3.7622673906514947,False,False,0,0,0,0,1
16,11,4.3248629576173565,False,False,0,0,0,0,1
15,7,4.055958151615124,False,False,0,0,0,0,1
16,8,4.243856189774723,False,False,0,0,0,0,1
16,9,3.950063756436209,False,False,0,0,0,0,1
14,8,4.175735869100492,False,False,0,0,0,0,1
13,10,4.084962500721157,False,False,0,0,0,0,1
11,9,3.0589840894454268,False,False,0,0,0,0,1
13,6,3.208694969562842,False,False,0,0,0,0,1
15,11,4.282484261342601,False,False,0,0,0,0,1
12,6,3.7871439606981387,False,False,0,0,0,0,1
13,7,3.8801799226757376,False,False,0,0,0,0,1
12,11,4.334962500721156,False,False,0,0,0,0,1
13,8,3.8453509366224354,False,False,0,0,0,0,1
15,8,3.8868421881310122,False,False,0,0,0,0,1
12,6,3.681880802803402,False,False,0,0,0,0,1
16,12,4.021268494903765,False,False,0,0,0,0,1
16,11,4.066108939837481,False,False,0,0,0,0,1
13,12,4.132944044980958,False,False,0,0,0,0,1
16,10,3.726204631392456,False,False,0,0,0,0,1
13,9,3.7622673906514943,False,False,0,0,0,0,1
12,5,3.6416041678685933,False,False,0,0,0,0,1
11,10,3.845350936622435,False,False,0,0,0,0,1
13,6,3.2464393446710154,False,False,0,0,0,0,1
16,11,4.182005814760215,False,False,0,0,0,0,1
13,8,4.095795255000932,False,False,0,0,0,0,1
16,10,4.208410187268527,False,False,0,0,0,0,1
15,10,4.2098671219040344,False,False,0,0,0,0,1
12,11,4.334962500721156,False,False,0,0,0,0,1
11,6,3.94770277922009,False,False,0,0,0,0,1
13,9,3.8820451081368628,False,False,0,0,0,0,1
12,10,3.914866303883101,False,False,0,0,0,0,1
11,6,3.8365916681089787,False,False,0,0,0,0,1
11,5,3.8521687236032816,False,False,0,0,0,0,1
14,11,3.9462227768165983,False,False,0,0,0,0,1
14,13,4.208966082694623,False,False,0,0,0,0,1
19,11,4.050970503935262,False,False,0,0,0,0,1
14,3,3.8365916681089787,False,False,0,0,0,0,1
13,10,4.053508854797679,False,False,0,0,0,0,1
10,11,4.277613436819114,False,False,0,0,0,0,1
10,6,3.4548223999466066,False,False,0,0,0,0,1
12,6,3.181366328891458,False,False,0,0,0,0,1
12,7,3.0393538721672004,False,False,0,0,0,0,1
14,7,3.9705730958116847,False,False,0,0,0,0,1
17,10,3.9677201004744993,False,False,0,0,0,0,1
12,5,3.6835423624332306,False,False,0,0,0,0,1
12,10,4.175735869100492,False,False,0,0,0,0,1
13,9,3.1092434772317605,False,False,0,0,0,0,1
14,6,4.011365041826379,False,False,0,0,0,0,1
11,12,4.251629167387824,False,False,0,0,0,0,1
12,7,3.6841837197791887,False,False,0,0,0,0,1
12,4,3.4548223999466066,False,False,0,0,0,0,1
11,9,4.106603137064474,False,False,0,0,0,0,1
12,7,3.921928094887362,False,False,0,0,0,0,1
15,10,4.1619781796795525,False,False,0,0,0,0,1
11,6,3.7946534735443413,False,False,0,0,0,0,1
13,7,3.7256507561120933,False,False,0,0,0,0,1
12,10,4.055958151615124,False,False,0,0,0,0,1
15,9,3.9092750707107125,False,False,0,0,0,0,1
12,6,3.43162356584743,False,False,0,0,0,0,1
13,8,3.754441845713344,False,False,0,0,0,0,1
18,10,3.6335059949783677,False,False,0,0,0,0,1
13,6,3.721928094887362,False,False,0,0,0,0,1
17,12,3.91440934524794,False,False,0,0,0,0,1
15,8,3.9701755214643453,False,False,0,0,0,0,1
13,7,3.427333493898265,False,False,0,0,0,0,1
9,10,3.8841837197791884,False,False,0,0,0,0,1
12,9,3.73215889136457,False,False,0,0,0,0,1
15,6,3.8796640049025926,False,False,0,0,0,0,1
11,7,3.7216117239699003,False,False,0,0,0,0,1
10,6,3.690116517593666,False,False,0,0,0,0,1
15,8,3.886842188131012,False,False,0,0,0,0,1
10,4,3.5068905956085183,False,False,0,0,0,0,1
11,7,3.4713544870139286,False,False,0,0,0,0,1
11,9,3.9754180179138325,False,False,0,0,0,0,1
15,4,4.021928094887362,False,False,0,0,0,0,1
12,8,3.8801799226757376,False,False,0,0,0,0,1
11,10,3.845350936622435,False,False,0,0,0,0,1
19,11,4.195816471537619,False,False,0,0,0,0,1
14,8,3.914866303883101,False,False,0,0,0,0,1
12,8,3.880179922675737,False,False,0,0,0,0,1
16,7,4.1053885422075345,False,False,0,0,0,0,1
17,9,3.91211389097223,False,False,0,0,0,0,1
12,6,3.7871439606981383,False,False,0,0,0,0,1
13,12,4.026986833359286,False,False,0,0,0,0,1
12,9,3.606936732175321,False,False,0,0,0,0,1
15,7,4.055958151615124,False,False,0,0,0,0,1
12,8,3.7489948035250964,False,False,0,0,0,0,1
12,7,3.9219280948873623,False,False,0,0,0,0,1
16,11,4.093069207771889,False,False,0,0,0,0,1
16,7,3.7201755214643453,False,False,0,0,0,0,1
13,8,4.095795255000933,False,False,0,0,0,0,1
13,6,3.721928094887362,False,False,0,0,0,0,1
11,6,3.8365916681089787,False,False,0,0,0,0,1
12,6,3.8268748818646365,False,False,0,0,0,0,1
13,10,4.136842188131012,False,False,0,0,0,0,1
12,7,3.6841837197791887,False,False,0,0,0,0,1
13,3,3.6168746059562227,False,False,0,0,0,0,1
15,10,4.103909910282363,False,False,0,0,0,0,1
14,6,3.6537567082870015,False,False,0,0,0,0,1
14,11,4.238901256602629,False,False,0,0,0,0,1
12,9,3.9362600275315263,False,False,0,0,0,0,1
11,6,3.5724312513221195,False,False,0,0,0,0,1
14,6,3.7849418274376427,False,False,0,0,0,0,1
12,6,3.787143960698139,False,False,0,0,0,0,1
14,7,3.82306798227366,False,False,0,0,0,0,1
12,9,3.5383105956150063,False,False,0,0,0,0,1
16,8,4.003856189774724,False,False,0,0,0,0,1
15,10,4.315824333525707,False,False,0,0,0,0,1
12,6,3.0761031709967215,False,False,0,0,0,0,1
14,9,3.062907291846956,False,False,0,0,0,0,1
13,5,3.7216117239699007,False,False,0,0,0,0,1
14,9,3.569773835029478,False,False,0,0,0,0,1
12,11,3.9387218755408675,False,False,0,0,0,0,1
17,11,4.159199529386524,False,False,0,0,0,0,1
13,9,3.7950885863977324,False,False,0,0,0,0,1
15,6,3.9362600275315263,False,False,0,0,0,0,1
13,10,3.605388542207534,False,False,0,0,0,0,1
14,8,4.175735869100492,False,False,0,0,0,0,1
13,9,3.936180434129756,False,False,0,0,0,0,1
11,8,4.021928094887362,False,False,0,0,0,0,1
13,12,3.796217602590055,False,False,0,0,0,0,1
12,11,4.0220552088742005,False,False,0,0,0,0,1
13,8,3.7887549139935026,False,False,0,0,0,0,1
10,11,3.8453509366224345,False,False,0,0,0,0,1
13,9,3.7622673906514947,False,False,0,0,0,0,1
17,6,3.8239348962840563,False,False,0,0,0,0,1
14,8,3.6424896731661263,False,False,0,0,0,0,1
12,6,3.6421498816369033,False,False,0,0,0,0,1
17,10,4.066108939837481,False,False,0,0,0,0,1
13,10,4.136842188131013,False,False,0,0,0,0,1
12,8,3.6304126608739975,False,False,0,0,0,0,1
16,6,4.0559581516151235,False,False,0,0,0,0,1
13,14,4.378783493486177,False,False,0,0,0,0,1
12,10,3.9361804341297555,False,False,0,0,0,0,1
11,7,3.4713544870139286,False,False,0,0,0,0,1
15,9,3.12488945173324,False,False,0,0,0,0,1
12,8,3.820888851350188,False,False,0,0,0,0,1
15,12,3.9677201004744993,False,False,0,0,0,0,1
13,7,3.820888851350188,False,False,0,0,0,0,1
12,10,4.229871195093384,False,False,0,0,0,0,1
13,8,3.879664004902593,False,False,0,0,0,0,1
13,10,3.9387218755408675,False,False,0,0,0,0,1
12,8,3.7489948035250964,False,False,0,0,0,0,1
15,10,4.132944044980958,False,False,0,0,0,0,1
11,8,3.4841837197791885,False,False,0,0,0,0,1
11,8,3.8841837197791884,False,False,0,0,0,0,1
12,6,3.3263604079526927,False,False,0,0,0,0,1
13,8,3.8230679822736606,False,False,0,0,0,0,1
15,7,4.142914673354254,False,False,0,0,0,0,1
13,8,3.3221793455166666,False,False,0,0,0,0,1
13,14,4.110577243331642,False,False,0,0,0,0,1
12,9,3.9362600275315263,False,False,0,0,0,0,1
16,10,4.162294909570877,False,False,0,0,0,0,1
14,10,4.103465189601645,False,False,0,0,0,0,1
12,7,3.4464393446710155,False,False,0,0,0,0,1
13,9,4.0559581516151235,False,False,0,0,0,0,1
15,10,3.7962176025900556,False,False,0,0,0,0,1
11,10,4.186704345910024,False,False,0,0,0,0,1
12,10,3.969001629875993,False,False,0,0,0,0,1
15,10,4.103909910282363,False,False,0,0,0,0,1
10,10,3.8801799226757376,False,False,0,0,0,0,1
11,11,3.9690016298759936,False,False,0,0,0,0,1
12,8,3.4273334938982645,False,False,0,0,0,0,1
11,8,3.546439344671015,False,False,0,0,0,0,1
15,7,4.001822825622231,False,False,0,0,0,0,1
11,7,3.9321380397593733,False,False,0,0,0,0,1
14,6,3.332095398660169,False,False,0,0,0,0,1
15,8,3.8349625007211565,False,False,0,0,0,0,1
16,6,3.7950885863977324,False,False,0,0,0,0,1
13,10,3.8868421881310122,False,False,0,0,0,0,1
13,8,3.8453509366224354,False,False,0,0,0,0,1
12,8,3.4632805178108113,False,False,0,0,0,0,1
10,9,4.1219280948873624,False,False,0,0,0,0,1
12,7,3.6841837197791887,False,False,0,0,0,0,1
13,7,3.6897037321995474,False,False,0,0,0,0,1
15,11,4.1804513908921015,False,False,0,0,0,0,1
12,9,3.936260027531526,False,False,0,0,0,0,1
12,8,4.011365041826379,False,False,0,0,0,0,1
13,7,3.52257158913636,False,False,0,0,0,0,1
15,10,4.008132025833399,False,False,0,0,0,0,1
15,8,3.9387218755408675,False,False,0,0,0,0,1
14,4,3.681880802803402,False,False,0,0,0,0,1
12,8,3.9754180179138325,False,False,0,0,0,0,1
11,9,2.9637459942073314,False,False,0,0,0,0,1
17,9,3.754163427768881,False,False,0,0,0,0,1
16,7,3.8035088547976788,False,False,0,0,0,0,1
12,10,4.229871195093384,False,False,0,0,0,0,1
12,9,3.879664004902594,False,False,0,0,0,0,1
13,7,3.3680424225727155,False,False,0,0,0,0,1
13,7,3.8801799226757376,False,False,0,0,0,0,1
12,6,3.5110854081804264,False,False,0,0,0,0,1
13,7,3.5585186130489057,False,False,0,0,0,0,1
12,12,4.133660689688185,False,False,0,0,0,0,1
15,9,3.863465189601646,False,False,0,0,0,0,1
12,7,3.7841837197791888,False,False,0,0,0,0,1
12,10,4.0559581516151235,False,False,0,0,0,0,1
12,5,3.614369445886757,False,False,0,0,0,0,1
17,10,4.066108939837481,False,False,0,0,0,0,1
12,8,2.712116826819509,False,False,0,0,0,0,1
11,8,3.721928094887362,False,False,0,0,0,0,1
12,7,3.746439344671015,False,False,0,0,0,0,1
15,10,3.767183467891461,False,False,0,0,0,0,1
13,9,3.914866303883101,False,False,0,0,0,0,1
12,10,4.175735869100492,False,False,0,0,0,0,1
11,10,4.095795255000932,False,False,0,0,0,0,1
17,9,3.782122224145306,False,False,0,0,0,0,1
17,9,3.7360069464476564,False,False,0,0,0,0,1
14,7,3.788754913993503,False,False,0,0,0,0,1
14,11,3.8731406795131322,False,False,0,0,0,0,1
13,8,3.9705730958116834,False,False,0,0,0,0,1
12,11,3.9701755214643453,False,False,0,0,0,0,1
13,9,3.882045108136863,False,False,0,0,0,0,1
16,6,3.936180434129756,False,False,0,0,0,0,1
13,11,3.9434651896016466,False,False,0,0,0,0,1
14,14,4.090234012145144,False,False,0,0,0,0,1
11,7,4.03740119765411,False,False,0,0,0,0,1
13,11,3.893660689688185,False,False,0,0,0,0,1
16,8,4.083856189774724,False,False,0,0,0,0,1
11,7,3.5766176449086657,False,False,0,0,0,0,1
12,10,3.9690016298759936,False,False,0,0,0,0,1
12,14,4.3845171317931,False,False,0,0,0,0,1
13,9,3.849223912390625,False,False,0,0,0,0,1
13,10,3.7720552088742005,False,False,0,0,0,0,1
12,10,3.969001629875993,False,False,0,0,0,0,1
13,8,4.004886164091842,False,False,0,0,0,0,1
14,11,4.103909910282363,False,False,0,0,0,0,1
13,12,3.9790978911348036,False,False,0,0,0,0,1
18,7,4.315824333525707,False,False,0,0,0,0,1
15,9,4.083856189774723,False,False,0,0,0,0,1
13,10,3.9701755214643457,False,False,0,0,0,0,1
13,13,4.208410187268527,False,False,0,0,0,0,1
9,10,4.021928094887362,False,False,0,0,0,0,1
14,7,4.061482186720775,False,False,0,0,0,0,1
12,9,3.697845823084412,False,False,0,0,0,0,1
13,9,3.849223912390625,False,False,0,0,0,0,1
9,11,4.070656113151928,False,False,0,0,0,0,1
14,9,4.053508854797679,False,False,0,0,0,0,1
12,7,3.584183719779188,False,False,0,0,0,0,1
13,10,4.334962500721156,False,False,0,0,0,0,1
18,8,3.91211389097223,False,False,0,0,0,0,1
15,9,4.019470570797251,False,False,0,0,0,0,1
11,8,3.8841837197791884,False,False,0,0,0,0,1
12,9,3.9705730958116847,False,False,0,0,0,0,1
15,7,3.795088586397733,False,False,0,0,0,0,1
11,7,3.4058222502856905,False,False,0,0,0,0,1
11,8,3.4841837197791885,False,False,0,0,0,0,1
15,7,4.001822825622231,False,False,0,0,0,0,1
19,7,4.106377316818027,False,False,0,0,0,0,1
12,10,3.969001629875993,False,False,0,0,0,0,1
17,9,3.8659986132745803,False,False,0,0,0,0,1
16,8,4.163856189774723,False,False,0,0,0,0,1
13,10,3.772055208874201,False,False,0,0,0,0,1
11,9,4.011365041826378,False,False,0,0,0,0,1
12,12,4.293660689688185,False,False,0,0,0,0,1
13,10,3.8239348962840567,False,False,0,0,0,0,1
11,12,3.8512274809529563,False,False,0,0,0,0,1
10,12,3.849223912390625,False,False,0,0,0,0,1
16,8,3.4438561897747237,False,False,0,0,0,0,1
12,12,4.323856189774723,False,False,0,0,0,0,1
13,8,3.7887549139935026,False,False,0,0,0,0,1
14,8,3.9690016298759936,False,False,0,0,0,0,1
15,6,3.8453509366224363,False,False,0,0,0,0,1
15,9,4.213660689688185,False,False,0,0,0,0,1
18,7,3.5843031793467115,False,False,0,0,0,0,1
12,11,3.751629167387823,False,False,0,0,0,0,1
12,11,4.053508854797679,False,False,0,0,0,0,1
13,9,3.969001629875993,False,False,0,0,0,0,1
12,6,3.221097250057956,False,False,0,0,0,0,1
12,8,4.011365041826378,False,False,0,0,0,0,1
13,9,3.5883543471732335,False,False,0,0,0,0,1
11,10,3.845350936622436,False,False,0,0,0,0,1
13,9,3.708132064658602,False,False,0,0,0,0,1
13,9,3.534219021180341,False,False,0,0,0,0,1
13,9,4.142914673354254,False,False,0,0,0,0,1
13,12,4.392747410448783,False,False,0,0,0,0,1
16,9,4.132944044980958,False,False,0,0,0,0,1
14,10,4.133660689688185,False,False,0,0,0,0,1
12,7,4.1219280948873624,False,False,0,0,0,0,1
19,8,4.110577243331643,False,False,0,0,0,0,1
19,7,3.9582291686698787,False,False,0,0,0,0,1
12,10,3.6424896731661267,False,False,0,0,0,0,1
13,11,3.6194705707972514,False,False,0,0,0,0,1
13,8,3.606936732175321,False,False,0,0,0,0,1
13,7,3.784941827437643,False,False,0,0,0,0,1
12,10,3.675310868912364,False,False,0,0,0,0,1
15,10,4.132944044980958,False,False,0,0,0,0,1
12,6,3.5766176449086644,False,False,0,0,0,0,1
16,9,4.392747410448783,False,False,0,0,0,0,1
14,14,4.444187891679297,False,False,0,0,0,0,1
15,7,3.7409532604048397,False,False,0,0,0,0,1
14,8,3.7622673906514947,False,False,0,0,0,0,1
13,8,3.879664004902594,False,False,0,0,0,0,1
13,10,3.8349625007211565,False,False,0,0,0,0,1
12,11,3.9701755214643457,False,False,0,0,0,0,1
14,6,3.6537567082870015,False,False,0,0,0,0,1
17,7,3.7336606896881857,False,False,0,0,0,0,1
16,8,3.8634651896016465,False,False,0,0,0,0,1
12,8,3.463280517810811,False,False,0,0,0,0,1
12,9,3.9705730958116847,False,False,0,0,0,0,1
15,8,4.084962500721156,False,False,0,0,0,0,1
10,8,3.9321380397593737,False,False,0,0,0,0,1
12,14,4.310443057719025,False,False,0,0,0,0,1
13,8,3.9705730958116843,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
15,11,3.986187965046304,False,False,0,0,0,0,1
12,10,3.7294461949052566,False,False,0,0,0,0,1
12,7,3.6841837197791887,False,False,0,0,0,0,1
11,10,3.8796640049025934,False,False,0,0,0,0,1
15,9,3.779470570797251,False,False,0,0,0,0,1
14,10,4.003856189774725,False,False,0,0,0,0,1
10,9,3.8219280948873617,False,False,0,0,0,0,1
13,10,4.053508854797679,False,False,0,0,0,0,1
12,6,3.7871439606981383,False,False,0,0,0,0,1
15,9,4.003856189774723,False,False,0,0,0,0,1
14,8,4.088779347361362,False,False,0,0,0,0,1
16,10,4.3845171317931,False,False,0,0,0,0,1
14,7,3.9705730958116843,False,False,0,0,0,0,1
18,8,3.986187965046304,False,False,0,0,0,0,1
13,10,3.553508854797679,False,False,0,0,0,0,1
15,9,4.163856189774724,False,False,0,0,0,0,1
11,9,3.8801799226757376,False,False,0,0,0,0,1
12,7,3.921928094887362,False,False,0,0,0,0,1
17,12,3.9362434129830604,False,False,0,0,0,0,1
14,6,4.106603137064474,False,False,0,0,0,0,1
12,7,3.8841837197791884,False,False,0,0,0,0,1
15,10,4.2098671219040344,False,False,0,0,0,0,1
14,6,4.011365041826378,False,False,0,0,0,0,1
16,9,2.9031683353256854,False,False,0,0,0,0,1
18,10,4.004364184708143,False,False,0,0,0,0,1
14,7,4.004886164091841,False,False,0,0,0,0,1
13,10,3.7516291673878235,False,False,0,0,0,0,1
13,6,3.5086949695628418,False,False,0,0,0,0,1
13,9,3.914866303883101,False,False,0,0,0,0,1
14,11,4.132944044980958,False,False,0,0,0,0,1
15,7,4.088779347361362,False,False,0,0,0,0,1
12,9,4.061482186720775,False,False,0,0,0,0,1
12,9,4.004886164091841,False,False,0,0,0,0,1
14,11,3.7962176025900556,False,False,0,0,0,0,1
14,9,4.001629167387823,False,False,0,0,0,0,1
15,10,3.8252517372886508,False,False,0,0,0,0,1
13,10,4.251629167387823,False,False,0,0,0,0,1
15,11,4.3845171317931,False,False,0,0,0,0,1
13,7,3.7489948035250964,False,False,0,0,0,0,1
13,10,3.6053885422075345,False,False,0,0,0,0,1
13,6,3.2464393446710154,False,False,0,0,0,0,1
10,10,3.8801799226757376,False,False,0,0,0,0,1
16,5,3.749902506162895,False,False,0,0,0,0,1
12,8,3.748994803525096,False,False,0,0,0,0,1
15,6,3.8796640049025934,False,False,0,0,0,0,1
13,4,3.6835423624332306,False,False,0,0,0,0,1
15,8,4.053508854797679,False,False,0,0,0,0,1
13,9,4.175735869100492,False,False,0,0,0,0,1
14,4,3.6163485660751644,False,False,0,0,0,0,1
12,8,3.5585186130489057,False,False,0,0,0,0,1
13,6,3.721928094887362,False,False,0,0,0,0,1
12,10,4.001822825622231,False,False,0,0,0,0,1
16,8,4.133660689688185,False,False,0,0,0,0,1
12,7,3.4841837197791885,False,False,0,0,0,0,1
17,8,3.7381493331928657,False,False,0,0,0,0,1
11,8,3.7841837197791883,False,False,0,0,0,0,1
11,7,4.03740119765411,False,False,0,0,0,0,1
12,6,4.03740119765411,False,False,0,0,0,0,1
13,8,2.8899168453199877,False,False,0,0,0,0,1
13,6,3.921928094887362,False,False,0,0,0,0,1
14,10,4.003856189774724,False,False,0,0,0,0,1
13,6,3.4086949695628417,False,False,0,0,0,0,1
12,5,3.614369445886757,False,False,0,0,0,0,1
13,11,3.8936606896881854,False,False,0,0,0,0,1
13,11,3.973660689688185,False,False,0,0,0,0,1
17,14,4.304229296672174,False,False,0,0,0,0,1
15,10,3.9312089489103226,False,False,0,0,0,0,1
19,12,4.265319531114783,False,False,0,0,0,0,1
12,9,3.9705730958116843,False,False,0,0,0,0,1
10,10,3.820888851350189,False,False,0,0,0,0,1
12,9,4.004886164091841,False,False,0,0,0,0,1
12,8,3.7849418274376423,False,False,0,0,0,0,1
12,10,3.6753108689123644,False,False,0,0,0,0,1
12,9,3.7887549139935026,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
14,11,4.18083298720544,False,False,0,0,0,0,1
13,8,3.9362600275315263,False,False,0,0,0,0,1
11,7,4.03740119765411,False,False,0,0,0,0,1
13,10,4.136842188131012,False,False,0,0,0,0,1
16,9,3.9500637564362093,False,False,0,0,0,0,1
17,9,4.014146761422728,False,False,0,0,0,0,1
9,9,3.616348566075164,False,False,0,0,0,0,1
11,12,4.16829583405449,False,False,0,0,0,0,1
16,9,3.8731406795131322,False,False,0,0,0,0,1
11,11,3.9690016298759936,False,False,0,0,0,0,1
12,9,3.0717350271381685,False,False,0,0,0,0,1
13,9,3.708132064658602,False,False,0,0,0,0,1
14,10,4.213660689688185,False,False,0,0,0,0,1
14,14,4.444187891679296,False,False,0,0,0,0,1
17,9,3.7360069464476564,False,False,0,0,0,0,1
16,10,4.060262039120378,False,False,0,0,0,0,1
14,8,4.1757358691004915,False,False,0,0,0,0,1
13,10,4.084962500721156,False,False,0,0,0,0,1
12,8,3.9161269465882835,False,False,0,0,0,0,1
15,10,3.9312089489103226,False,False,0,0,0,0,1
15,9,3.973660689688185,False,False,0,0,0,0,1
16,6,3.849223912390625,False,False,0,0,0,0,1
14,11,3.9021748142117274,False,False,0,0,0,0,1
16,7,4.136842188131012,False,False,0,0,0,0,1
11,7,3.7216117239699,False,False,0,0,0,0,1
14,4,3.5766176449086653,False,False,0,0,0,0,1
15,10,4.026986833359286,False,False,0,0,0,0,1
12,9,4.004886164091842,False,False,0,0,0,0,1
11,6,3.6835423624332306,False,False,0,0,0,0,1
12,7,3.6841837197791887,False,False,0,0,0,0,1
16,9,4.132944044980958,False,False,0,0,0,0,1
13,9,4.001822825622231,False,False,0,0,0,0,1
14,10,3.9238561897747237,False,False,0,0,0,0,1
