username_length,password_length,shannon_entropy,contains_SQL,contains_XSS,sql_count,xss_count,no_squotes,no_dquotes,true_label
12,8,4.106603137064474,False,False,0,0,0,0,1
13,6,3.8841837197791884,False,False,0,0,0,0,1
13,3,3.2927701939369904,False,False,0,0,0,0,1
15,14,4.306890595608519,False,False,0,0,0,0,1
12,10,3.969001629875993,False,False,0,0,0,0,1
14,8,3.8279097821439705,False,False,0,0,0,0,1
16,6,3.903359238383518,False,False,0,0,0,0,1
15,8,3.8035088547976788,False,False,0,0,0,0,1
12,10,4.262692390839622,False,False,0,0,0,0,1
13,6,3.4086949695628417,False,False,0,0,0,0,1
12,8,3.653756708287001,False,False,0,0,0,0,1
15,10,3.9500637564362093,False,False,0,0,0,0,1
14,6,3.6537567082870015,False,False,0,0,0,0,1
11,9,3.653756708287001,False,False,0,0,0,0,1
9,10,3.8841837197791884,False,False,0,0,0,0,1
12,9,3.6635327548042547,False,False,0,0,0,0,1
12,9,3.879664004902593,False,False,0,0,0,0,1
12,7,3.7841837197791888,False,False,0,0,0,0,1
13,10,3.9701755214643453,False,False,0,0,0,0,1
9,8,3.4613201402110083,False,False,0,0,0,0,1
13,9,3.8820451081368628,False,False,0,0,0,0,1
13,11,3.5736606896881855,False,False,0,0,0,0,1
12,10,3.914866303883101,False,False,0,0,0,0,1
10,12,4.088779347361362,False,False,0,0,0,0,1
9,10,3.8219280948873617,False,False,0,0,0,0,1
8,9,3.794653473544342,False,False,0,0,0,0,1
10,10,3.9161269465882835,False,False,0,0,0,0,1
9,9,3.7216117239698994,False,False,0,0,0,0,1
12,5,3.94770277922009,False,False,0,0,0,0,1
16,9,4.056020968057881,False,False,0,0,0,0,1
12,8,3.7489948035250964,False,False,0,0,0,0,1
11,8,3.8841837197791884,False,False,0,0,0,0,1
9,8,3.794653473544342,False,False,0,0,0,0,1
14,9,4.053508854797679,False,False,0,0,0,0,1
12,8,4.011365041826378,False,False,0,0,0,0,1
13,12,4.286790198827111,False,False,0,0,0,0,1
14,11,3.979097891134804,False,False,0,0,0,0,1
12,11,4.053508854797679,False,False,0,0,0,0,1
11,9,4.011365041826378,False,False,0,0,0,0,1
16,9,4.2098671219040344,False,False,0,0,0,0,1
12,12,4.163856189774723,False,False,0,0,0,0,1
18,6,3.8634651896016465,False,False,0,0,0,0,1
15,9,3.723074189428569,False,False,0,0,0,0,1
12,12,4.243856189774723,False,False,0,0,0,0,1
14,9,3.605388542207534,False,False,0,0,0,0,1
12,9,4.004886164091842,False,False,0,0,0,0,1
17,6,3.3758145836939115,False,False,0,0,0,0,1
11,10,3.8796640049025934,False,False,0,0,0,0,1
9,7,3.6168746059562227,False,False,0,0,0,0,1
12,8,4.201841232302569,False,False,0,0,0,0,1
16,11,4.137537511266052,False,False,0,0,0,0,1
11,6,3.8365916681089787,False,False,0,0,0,0,1
18,7,4.026986833359286,False,False,0,0,0,0,1
15,8,4.220175521464345,False,False,0,0,0,0,1
12,12,4.103465189601646,False,False,0,0,0,0,1
11,8,3.7841837197791888,False,False,0,0,0,0,1
15,9,3.7834651896016465,False,False,0,0,0,0,1
13,6,4.021928094887362,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
16,7,3.636842188131012,False,False,0,0,0,0,1
12,10,3.7622673906514943,False,False,0,0,0,0,1
13,9,3.849223912390625,False,False,0,0,0,0,1
11,8,3.921928094887362,False,False,0,0,0,0,1
16,9,3.469670487371862,False,False,0,0,0,0,1
15,10,3.9500637564362093,False,False,0,0,0,0,1
15,8,4.084962500721156,False,False,0,0,0,0,1
13,12,3.748328660365574,False,False,0,0,0,0,1
15,6,3.82306798227366,False,False,0,0,0,0,1
15,10,3.979097891134804,False,False,0,0,0,0,1
18,12,3.9292144551992183,False,False,0,0,0,0,1
14,7,4.004886164091841,False,False,0,0,0,0,1
15,11,4.152492594515676,False,False,0,0,0,0,1
12,10,3.9361804341297555,False,False,0,0,0,0,1
13,10,3.886842188131012,False,False,0,0,0,0,1
13,12,4.103909910282363,False,False,0,0,0,0,1
15,9,3.939470570797251,False,False,0,0,0,0,1
16,11,4.423251796980338,False,False,0,0,0,0,1
18,4,3.447262499441211,False,False,0,0,0,0,1
12,6,3.0761031709967215,False,False,0,0,0,0,1
12,8,3.748994803525097,False,False,0,0,0,0,1
13,8,3.754441845713345,False,False,0,0,0,0,1
16,6,3.8820451081368628,False,False,0,0,0,0,1
12,10,4.023136955868886,False,False,0,0,0,0,1
16,7,4.1053885422075345,False,False,0,0,0,0,1
14,8,3.74095326040484,False,False,0,0,0,0,1
13,7,3.8208888513501877,False,False,0,0,0,0,1
16,10,3.9861879650463035,False,False,0,0,0,0,1
11,9,3.916126946588284,False,False,0,0,0,0,1
15,8,4.022055208874201,False,False,0,0,0,0,1
15,6,3.51602764126623,False,False,0,0,0,0,1
11,10,4.277613436819114,False,False,0,0,0,0,1
18,9,3.869331261111518,False,False,0,0,0,0,1
12,6,3.40582225028569,False,False,0,0,0,0,1
13,6,4.1219280948873624,False,False,0,0,0,0,1
15,7,3.4952365449960037,False,False,0,0,0,0,1
15,10,4.286790198827112,False,False,0,0,0,0,1
14,6,3.725650756112093,False,False,0,0,0,0,1
12,4,3.41041725276052,False,False,0,0,0,0,1
12,6,3.5110854081804272,False,False,0,0,0,0,1
15,5,3.748994803525096,False,False,0,0,0,0,1
9,10,3.8841837197791884,False,False,0,0,0,0,1
12,8,3.8801799226757376,False,False,0,0,0,0,1
15,9,4.083856189774724,False,False,0,0,0,0,1
16,8,4.293660689688184,False,False,0,0,0,0,1
11,10,3.9362600275315263,False,False,0,0,0,0,1
12,9,3.7887549139935035,False,False,0,0,0,0,1
17,11,4.1162646156680225,False,False,0,0,0,0,1
13,9,3.7950885863977324,False,False,0,0,0,0,1
10,6,3.4548223999466066,False,False,0,0,0,0,1
13,9,4.0559581516151235,False,False,0,0,0,0,1
14,10,4.133660689688186,False,False,0,0,0,0,1
12,12,4.163856189774723,False,False,0,0,0,0,1
13,8,3.663532754804254,False,False,0,0,0,0,1
11,8,4.021928094887362,False,False,0,0,0,0,1
13,9,2.9894657597463925,False,False,0,0,0,0,1
11,6,3.350209029099897,False,False,0,0,0,0,1
14,12,4.208410187268526,False,False,0,0,0,0,1
13,8,3.606936732175321,False,False,0,0,0,0,1
12,8,4.011365041826379,False,False,0,0,0,0,1
12,14,4.3845171317931,False,False,0,0,0,0,1
15,9,3.9434651896016457,False,False,0,0,0,0,1
15,10,4.132944044980958,False,False,0,0,0,0,1
13,8,3.8796640049025934,False,False,0,0,0,0,1
12,9,4.095795255000933,False,False,0,0,0,0,1
16,10,3.8561962982193805,False,False,0,0,0,0,1
13,6,3.208694969562842,False,False,0,0,0,0,1
15,7,3.2556811100252667,False,False,0,0,0,0,1
12,8,4.011365041826379,False,False,0,0,0,0,1
12,6,3.681880802803402,False,False,0,0,0,0,1
13,9,4.262692390839622,False,False,0,0,0,0,1
15,9,3.813660689688185,False,False,0,0,0,0,1
16,12,4.32316116739216,False,False,0,0,0,0,1
16,6,3.4082800232568733,False,False,0,0,0,0,1
13,6,3.921928094887362,False,False,0,0,0,0,1
12,10,4.088779347361362,False,False,0,0,0,0,1
15,10,4.026986833359286,False,False,0,0,0,0,1
11,7,3.787143960698138,False,False,0,0,0,0,1
18,6,3.8332696895151073,False,False,0,0,0,0,1
11,9,3.7256507561120933,False,False,0,0,0,0,1
15,11,4.208410187268527,False,False,0,0,0,0,1
13,11,4.133660689688186,False,False,0,0,0,0,1
13,10,4.053508854797679,False,False,0,0,0,0,1
17,12,4.164735178725505,False,False,0,0,0,0,1
12,6,3.681880802803402,False,False,0,0,0,0,1
13,10,4.16829583405449,False,False,0,0,0,0,1
13,12,4.315824333525707,False,False,0,0,0,0,1
16,9,4.238901256602629,False,False,0,0,0,0,1
16,12,4.1852301329094015,False,False,0,0,0,0,1
13,5,3.721611723969901,False,False,0,0,0,0,1
16,8,3.8332696895151077,False,False,0,0,0,0,1
12,10,4.142914673354254,False,False,0,0,0,0,1
13,9,3.8820451081368628,False,False,0,0,0,0,1
14,6,3.9161269465882844,False,False,0,0,0,0,1
12,9,3.9362600275315263,False,False,0,0,0,0,1
11,9,4.201841232302569,False,False,0,0,0,0,1
14,8,3.5883543471732335,False,False,0,0,0,0,1
16,6,4.110093477608016,False,False,0,0,0,0,1
14,8,3.8820451081368628,False,False,0,0,0,0,1
11,7,3.5368867237421666,False,False,0,0,0,0,1
10,7,3.794653473544342,False,False,0,0,0,0,1
12,9,3.6978458230844127,False,False,0,0,0,0,1
11,9,4.297079327540665,False,False,0,0,0,0,1
15,6,3.845350936622435,False,False,0,0,0,0,1
14,8,4.0559581516151235,False,False,0,0,0,0,1
14,9,3.198120312590145,False,False,0,0,0,0,1
11,9,3.689703732199547,False,False,0,0,0,0,1
13,12,4.238901256602629,False,False,0,0,0,0,1
13,11,3.7034651896016464,False,False,0,0,0,0,1
12,7,3.8841837197791884,False,False,0,0,0,0,1
11,7,3.7216117239699003,False,False,0,0,0,0,1
12,8,3.172810733519864,False,False,0,0,0,0,1
12,8,3.975418017913833,False,False,0,0,0,0,1
14,7,3.749902506162896,False,False,0,0,0,0,1
9,5,3.323231428797621,False,False,0,0,0,0,1
15,10,4.008132025833399,False,False,0,0,0,0,1
17,11,3.926272374139508,False,False,0,0,0,0,1
13,6,4.021928094887362,False,False,0,0,0,0,1
11,7,3.40582225028569,False,False,0,0,0,0,1
13,9,3.795088586397733,False,False,0,0,0,0,1
14,9,4.001629167387823,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
16,7,4.1053885422075345,False,False,0,0,0,0,1
12,10,3.708132064658602,False,False,0,0,0,0,1
15,6,3.811037868342278,False,False,0,0,0,0,1
12,7,3.646439344671015,False,False,0,0,0,0,1
13,10,3.8239348962840563,False,False,0,0,0,0,1
13,8,3.845350936622436,False,False,0,0,0,0,1
11,3,3.640223928941851,False,False,0,0,0,0,1
13,5,3.576617644908666,False,False,0,0,0,0,1
13,10,3.9701755214643453,False,False,0,0,0,0,1
13,11,3.8332696895151077,False,False,0,0,0,0,1
17,11,4.073329701949522,False,False,0,0,0,0,1
17,7,3.973660689688185,False,False,0,0,0,0,1
13,9,3.708132064658602,False,False,0,0,0,0,1
12,9,4.095795255000933,False,False,0,0,0,0,1
15,10,3.979097891134804,False,False,0,0,0,0,1
15,9,3.863465189601646,False,False,0,0,0,0,1
13,8,3.9362600275315267,False,False,0,0,0,0,1
13,7,4.011365041826379,False,False,0,0,0,0,1
12,6,3.8924071185928746,False,False,0,0,0,0,1
12,9,3.9705730958116843,False,False,0,0,0,0,1
13,7,3.6897037321995474,False,False,0,0,0,0,1
18,9,3.3329187608024515,False,False,0,0,0,0,1
12,11,4.220175521464345,False,False,0,0,0,0,1
14,11,4.056020968057881,False,False,0,0,0,0,1
14,11,3.7962176025900556,False,False,0,0,0,0,1
14,9,4.022055208874201,False,False,0,0,0,0,1
16,4,3.8442328987631917,False,False,0,0,0,0,1
11,10,4.186704345910023,False,False,0,0,0,0,1
13,11,3.9132696895151073,False,False,0,0,0,0,1
15,9,4.003856189774724,False,False,0,0,0,0,1
14,6,3.403989446485262,False,False,0,0,0,0,1
14,10,3.9238561897747237,False,False,0,0,0,0,1
15,9,3.7794705707972507,False,False,0,0,0,0,1
12,10,4.001822825622232,False,False,0,0,0,0,1
13,8,3.7887549139935026,False,False,0,0,0,0,1
18,6,3.403074189428569,False,False,0,0,0,0,1
12,11,3.7201755214643453,False,False,0,0,0,0,1
14,12,3.8380398168981555,False,False,0,0,0,0,1
10,6,3.8521687236032816,False,False,0,0,0,0,1
12,6,3.326360407952693,False,False,0,0,0,0,1
15,10,4.103909910282363,False,False,0,0,0,0,1
12,8,3.689703732199547,False,False,0,0,0,0,1
17,8,3.006628179013871,False,False,0,0,0,0,1
16,7,3.9701755214643453,False,False,0,0,0,0,1
11,11,3.969001629875993,False,False,0,0,0,0,1
11,11,3.8820451081368628,False,False,0,0,0,0,1
12,8,4.011365041826379,False,False,0,0,0,0,1
12,9,4.095795255000933,False,False,0,0,0,0,1
12,9,3.8796640049025934,False,False,0,0,0,0,1
10,6,3.057476076289932,False,False,0,0,0,0,1
15,9,3.9736606896881845,False,False,0,0,0,0,1
12,9,4.004886164091842,False,False,0,0,0,0,1
12,10,4.0559581516151235,False,False,0,0,0,0,1
16,9,4.132944044980958,False,False,0,0,0,0,1
11,10,3.8796640049025934,False,False,0,0,0,0,1
12,7,3.9219280948873623,False,False,0,0,0,0,1
14,7,3.7321588913645694,False,False,0,0,0,0,1
16,9,4.2098671219040344,False,False,0,0,0,0,1
12,14,4.134336113194453,False,False,0,0,0,0,1
15,11,4.2824842613426,False,False,0,0,0,0,1
12,7,3.8841837197791884,False,False,0,0,0,0,1
13,9,3.882045108136863,False,False,0,0,0,0,1
12,10,4.001822825622231,False,False,0,0,0,0,1
12,9,3.7887549139935026,False,False,0,0,0,0,1
13,13,4.004344446367528,False,False,0,0,0,0,1
16,8,4.133660689688185,False,False,0,0,0,0,1
11,11,4.142914673354254,False,False,0,0,0,0,1
13,8,3.606936732175321,False,False,0,0,0,0,1
13,9,4.001822825622232,False,False,0,0,0,0,1
12,7,3.7841837197791888,False,False,0,0,0,0,1
13,9,4.088779347361362,False,False,0,0,0,0,1
14,9,4.053508854797679,False,False,0,0,0,0,1
14,10,4.243856189774723,False,False,0,0,0,0,1
12,9,3.788754913993503,False,False,0,0,0,0,1
15,9,4.003856189774724,False,False,0,0,0,0,1
12,7,3.821928094887362,False,False,0,0,0,0,1
16,12,4.237291339955159,False,False,0,0,0,0,1
14,8,3.8820451081368628,False,False,0,0,0,0,1
12,3,3.702819531114783,False,False,0,0,0,0,1
13,8,3.879664004902593,False,False,0,0,0,0,1
15,9,4.403856189774722,False,False,0,0,0,0,1
11,10,3.697845823084412,False,False,0,0,0,0,1
15,6,3.8230679822736606,False,False,0,0,0,0,1
12,7,3.821928094887362,False,False,0,0,0,0,1
12,11,4.136842188131012,False,False,0,0,0,0,1
14,7,3.913977073182752,False,False,0,0,0,0,1
12,8,3.154222184683522,False,False,0,0,0,0,1
14,10,4.0536606896881855,False,False,0,0,0,0,1
14,9,4.136842188131012,False,False,0,0,0,0,1
12,4,3.734521664779752,False,False,0,0,0,0,1
13,5,3.8268748818646374,False,False,0,0,0,0,1
19,6,3.9790978911348045,False,False,0,0,0,0,1
14,7,4.004886164091842,False,False,0,0,0,0,1
12,12,4.323856189774723,False,False,0,0,0,0,1
11,10,3.8796640049025934,False,False,0,0,0,0,1
14,12,4.060262039120378,False,False,0,0,0,0,1
14,9,4.1053885422075345,False,False,0,0,0,0,1
11,7,3.7871439606981383,False,False,0,0,0,0,1
14,8,3.8279097821439705,False,False,0,0,0,0,1
11,9,3.8801799226757367,False,False,0,0,0,0,1
10,8,3.471354487013929,False,False,0,0,0,0,1
15,10,3.9021748142117274,False,False,0,0,0,0,1
13,11,4.163856189774724,False,False,0,0,0,0,1
10,10,4.011365041826378,False,False,0,0,0,0,1
13,9,3.969001629875993,False,False,0,0,0,0,1
16,7,4.001629167387823,False,False,0,0,0,0,1
12,6,3.6421498816369042,False,False,0,0,0,0,1
15,10,4.085055102756476,False,False,0,0,0,0,1
12,6,3.932138039759373,False,False,0,0,0,0,1
10,9,3.646439344671015,False,False,0,0,0,0,1
14,6,4.011365041826379,False,False,0,0,0,0,1
11,9,3.64900120971034,False,False,0,0,0,0,1
15,6,4.095795255000932,False,False,0,0,0,0,1
14,10,3.833269689515108,False,False,0,0,0,0,1
13,6,3.921928094887362,False,False,0,0,0,0,1
15,8,4.053508854797679,False,False,0,0,0,0,1
14,8,4.001822825622232,False,False,0,0,0,0,1
12,6,3.6421498816369033,False,False,0,0,0,0,1
13,10,4.136842188131012,False,False,0,0,0,0,1
14,5,3.921928094887362,False,False,0,0,0,0,1
11,8,3.921928094887362,False,False,0,0,0,0,1
13,8,4.004886164091841,False,False,0,0,0,0,1
12,7,3.6464393446710153,False,False,0,0,0,0,1
11,7,3.9321380397593733,False,False,0,0,0,0,1
17,10,4.208966082694624,False,False,0,0,0,0,1
13,8,3.8453509366224354,False,False,0,0,0,0,1
12,9,3.8796640049025934,False,False,0,0,0,0,1
12,8,3.7849418274376427,False,False,0,0,0,0,1
13,8,3.9705730958116843,False,False,0,0,0,0,1
12,11,4.053508854797679,False,False,0,0,0,0,1
14,11,4.315824333525707,False,False,0,0,0,0,1
16,14,4.389364858634393,False,False,0,0,0,0,1
16,9,4.2098671219040344,False,False,0,0,0,0,1
15,7,3.8448819354293264,False,False,0,0,0,0,1
10,9,3.646439344671015,False,False,0,0,0,0,1
12,10,3.903359238383518,False,False,0,0,0,0,1
15,6,3.754441845713345,False,False,0,0,0,0,1
12,6,3.826874881864637,False,False,0,0,0,0,1
12,11,3.9701755214643457,False,False,0,0,0,0,1
13,3,3.5724694587701364,False,False,0,0,0,0,1
16,12,4.349191770915038,False,False,0,0,0,0,1
14,11,4.103909910282363,False,False,0,0,0,0,1
12,9,3.8796640049025934,False,False,0,0,0,0,1
13,10,4.1053885422075345,False,False,0,0,0,0,1
14,10,3.653660689688185,False,False,0,0,0,0,1
11,10,4.186704345910023,False,False,0,0,0,0,1
12,4,3.4548223999466066,False,False,0,0,0,0,1
13,10,3.9701755214643453,False,False,0,0,0,0,1
12,6,3.681880802803402,False,False,0,0,0,0,1
10,12,3.9318384571684564,False,False,0,0,0,0,1
14,5,3.5841837197791886,False,False,0,0,0,0,1
14,8,3.9361804341297555,False,False,0,0,0,0,1
13,12,3.902174814211728,False,False,0,0,0,0,1
17,9,3.1238097237446634,False,False,0,0,0,0,1
12,13,4.23890125660263,False,False,0,0,0,0,1
12,4,3.337175341123077,False,False,0,0,0,0,1
11,8,3.546439344671015,False,False,0,0,0,0,1
16,8,3.6390795706241743,False,False,0,0,0,0,1
10,4,3.3232314287976203,False,False,0,0,0,0,1
13,9,3.708132064658602,False,False,0,0,0,0,1
11,8,3.6841837197791887,False,False,0,0,0,0,1
11,6,3.8365916681089787,False,False,0,0,0,0,1
16,9,4.103909910282363,False,False,0,0,0,0,1
15,8,3.886842188131012,False,False,0,0,0,0,1
12,8,3.8801799226757376,False,False,0,0,0,0,1
11,7,3.932138039759373,False,False,0,0,0,0,1
12,9,3.663532754804254,False,False,0,0,0,0,1
13,6,3.9841837197791885,False,False,0,0,0,0,1
16,11,4.164497779200462,False,False,0,0,0,0,1
14,8,3.882045108136863,False,False,0,0,0,0,1
15,8,4.053508854797679,False,False,0,0,0,0,1
14,12,4.3845171317931,False,False,0,0,0,0,1
13,8,2.8453509366224363,False,False,0,0,0,0,1
19,6,3.8731406795131327,False,False,0,0,0,0,1
14,9,3.9387218755408675,False,False,0,0,0,0,1
12,13,4.2098671219040344,False,False,0,0,0,0,1
13,5,3.2866294867861954,False,False,0,0,0,0,1
12,10,3.708132064658602,False,False,0,0,0,0,1
13,7,3.5944656369614525,False,False,0,0,0,0,1
12,8,3.9161269465882835,False,False,0,0,0,0,1
13,9,3.795088586397733,False,False,0,0,0,0,1
12,10,3.7622673906514943,False,False,0,0,0,0,1
15,12,4.182005814760214,False,False,0,0,0,0,1
12,8,4.011365041826379,False,False,0,0,0,0,1
13,7,3.7849418274376427,False,False,0,0,0,0,1
14,10,3.973660689688186,False,False,0,0,0,0,1
15,9,4.103465189601646,False,False,0,0,0,0,1
10,6,3.4992275471326932,False,False,0,0,0,0,1
13,11,4.133660689688185,False,False,0,0,0,0,1
12,11,4.334962500721156,False,False,0,0,0,0,1
15,8,3.9701755214643457,False,False,0,0,0,0,1
13,5,3.9321380397593737,False,False,0,0,0,0,1
12,11,4.16829583405449,False,False,0,0,0,0,1
12,10,3.7622673906514943,False,False,0,0,0,0,1
12,7,3.9219280948873623,False,False,0,0,0,0,1
12,11,4.053508854797679,False,False,0,0,0,0,1
16,5,3.913977073182751,False,False,0,0,0,0,1
13,8,3.9139770731827506,False,False,0,0,0,0,1
15,9,3.9238561897747237,False,False,0,0,0,0,1
12,11,3.9387218755408675,False,False,0,0,0,0,1
14,7,3.879664004902594,False,False,0,0,0,0,1
13,6,3.621928094887362,False,False,0,0,0,0,1
13,9,3.914866303883101,False,False,0,0,0,0,1
12,8,3.7849418274376423,False,False,0,0,0,0,1
14,8,4.023136955868886,False,False,0,0,0,0,1
15,11,4.106377316818027,False,False,0,0,0,0,1
18,12,3.9535656649464266,False,False,0,0,0,0,1
12,8,3.975418017913832,False,False,0,0,0,0,1
9,11,3.9161269465882835,False,False,0,0,0,0,1
12,10,4.0559581516151235,False,False,0,0,0,0,1
16,12,4.185230132909402,False,False,0,0,0,0,1
15,10,4.008132025833399,False,False,0,0,0,0,1
13,10,4.251629167387823,False,False,0,0,0,0,1
14,8,3.8279097821439705,False,False,0,0,0,0,1
12,7,3.1086949695628427,False,False,0,0,0,0,1
14,8,3.7950885863977324,False,False,0,0,0,0,1
13,6,3.6841837197791882,False,False,0,0,0,0,1
13,6,3.7841837197791888,False,False,0,0,0,0,1
9,9,3.826874881864637,False,False,0,0,0,0,1
12,10,4.262692390839622,False,False,0,0,0,0,1
12,6,3.9321380397593733,False,False,0,0,0,0,1
19,7,4.060262039120378,False,False,0,0,0,0,1
17,8,3.8731406795131322,False,False,0,0,0,0,1
11,9,4.011365041826378,False,False,0,0,0,0,1
13,9,4.0559581516151235,False,False,0,0,0,0,1
12,7,3.7219280948873616,False,False,0,0,0,0,1
16,11,3.8423709931771084,False,False,0,0,0,0,1
10,10,3.820888851350189,False,False,0,0,0,0,1
11,9,3.7256507561120937,False,False,0,0,0,0,1
12,10,3.8820451081368628,False,False,0,0,0,0,1
13,8,3.186704345910024,False,False,0,0,0,0,1
13,12,4.132944044980958,False,False,0,0,0,0,1
12,7,3.7841837197791888,False,False,0,0,0,0,1
11,12,4.136842188131012,False,False,0,0,0,0,1
11,10,4.004886164091841,False,False,0,0,0,0,1
15,6,3.9705730958116843,False,False,0,0,0,0,1
13,5,3.5368867237421675,False,False,0,0,0,0,1
13,7,3.916126946588284,False,False,0,0,0,0,1
16,11,3.9677201004745,False,False,0,0,0,0,1
16,10,4.1804513908921015,False,False,0,0,0,0,1
13,9,3.1961999989708914,False,False,0,0,0,0,1
13,13,4.2824842613426,False,False,0,0,0,0,1
13,6,3.921928094887362,False,False,0,0,0,0,1
9,6,3.875,False,False,0,0,0,0,1
12,12,3.9736606896881845,False,False,0,0,0,0,1
13,12,3.8542858719872455,False,False,0,0,0,0,1
15,9,4.243856189774723,False,False,0,0,0,0,1
15,8,4.053508854797679,False,False,0,0,0,0,1
15,9,3.4438561897747237,False,False,0,0,0,0,1
12,10,4.175735869100492,False,False,0,0,0,0,1
12,11,4.16829583405449,False,False,0,0,0,0,1
13,5,3.642149881636904,False,False,0,0,0,0,1
10,11,4.004886164091842,False,False,0,0,0,0,1
13,4,3.5724312513221195,False,False,0,0,0,0,1
12,7,3.646439344671015,False,False,0,0,0,0,1
12,10,3.882045108136863,False,False,0,0,0,0,1
14,10,3.893660689688185,False,False,0,0,0,0,1
13,6,3.2841837197791888,False,False,0,0,0,0,1
13,6,3.508694969562842,False,False,0,0,0,0,1
14,8,4.023136955868885,False,False,0,0,0,0,1
9,9,3.511085408180427,False,False,0,0,0,0,1
10,7,3.7254805569978675,False,False,0,0,0,0,1
12,9,4.004886164091842,False,False,0,0,0,0,1
13,11,4.133660689688186,False,False,0,0,0,0,1
12,9,3.0614821867207755,False,False,0,0,0,0,1
12,9,3.6978458230844122,False,False,0,0,0,0,1
13,10,3.6887218755408675,False,False,0,0,0,0,1
15,6,3.447401504705915,False,False,0,0,0,0,1
16,23,3.4520784069005814,True,False,8,0,6,0,-1
11,40,4.115754564412091,True,False,5,0,4,0,-1
13,54,4.048901476025356,True,False,9,0,9,0,-1
22,31,3.8367479606756785,True,False,11,0,11,0,-1
14,23,3.714646921167522,True,False,7,0,6,0,-1
